feature1,feature2,label
5.607850486168974,-0.18119915600855174,0
3.6127719756949626,1.456672833238632,0
5.70967179954561,6.967884099060118,1
2.9379559636439074,2.7396164026287235,0
3.227328293819941,4.675577385210271,1
2.275410183585496,-0.2768012879837016,0
-1.7458087325590481,-0.07710981191329225,0
-0.9210857300669555,-1.5913138373352114,0
-1.6857081431326575,-0.3106493692783545,0
4.364104112637804,0.7859033903195862,0
1.1435598107632667,-0.22989515723253184,0
3.0857069116470277,-1.1129746624294439,0
7.07566473926093,-0.7936412889939919,1
0.49292229148874944,2.6077876803272577,0
2.1038292303562973,0.0633371840579251,0
5.555511385430487,1.6426986104807546,1
0.2879816549162246,3.034172708548569,0
-1.23020090171207,4.903948286293653,0
0.8975145291376803,-1.6068786015890106,0
-0.3877871274599558,5.994103989090426,0
7.29697652342573,4.279003894909078,1
6.08120379564417,-1.182409680511281,0
4.334037565104235,6.735786241067772,1
6.714605901877177,7.208724005318132,1
6.036720768991144,-1.3892204014513625,0
-0.1342994111396416,0.7687764814720373,0
6.925589984899778,6.062012797930613,1
3.393422419156507,5.482596903836583,1
6.074401551640626,-0.15478980643622675,0
6.960912999234933,0.09349323336710302,1
1.1800347497186388,1.7047210279138199,0
-0.8994807547232324,2.8452298519102133,0
0.2793516254194168,4.1825477153029595,0
2.271077886262563,1.6891363956977241,0
6.180147659224931,2.625347161331479,1
6.607305832563434,5.474709381337565,1
-1.930478694688093,-1.633167971094021,0
3.1074730257756573,0.5243694434402075,0
2.17411003148779,5.133495858845524,1
0.2210781047073025,6.952068376871994,1
-0.801346326663172,3.116774421156661,0
1.3761517140362796,3.3211348526531568,0
7.429097039125192,-0.9282798866022395,1
1.2320293202075523,2.4741236682345464,0
3.187906217433661,3.3261726645502314,1
5.030189588951778,0.4247050363472966,0
1.6362960237929398,0.6924323094938096,0
7.717820827209607,1.7728416310462265,1
7.624472949421112,-1.7992880222227363,0
0.5178229582536416,1.2207916558317828,0
2.9724850589238545,0.11448006996544646,0
1.0087830981676966,1.2749735217791465,0
0.8484049437746761,-0.8023786818074878,0
-1.631130526454672,6.9052728073989496,0
4.095643339798968,3.9359245355404866,1
3.026790232288615,4.791023191444896,1
-1.4852124875001065,5.891712386073383,0
0.7864646423661144,2.984421989290573,0
7.082658859666537,-1.130797119125763,0
0.3956189066697242,3.371065418185478,0
-0.5510512790877691,3.868411180208791,0
2.8945276027756304,5.4543947418433,1
7.856504541106007,2.316595462296794,1
0.42055271511500414,-0.7241969720443624,0
4.721355474058786,0.8377590579872447,0
5.616196153287175,1.630822963986351,1
0.3763754399239967,4.459172413316012,0
5.282163486118596,3.707783046689119,1
1.6778313271925323,1.5609672589784624,0
4.3230583059357945,7.865152487929797,1
4.335297107608947,4.057748193568871,1
3.357746840747585,0.3722679173599448,0
-1.097102299455917,-0.9821752737959626,0
6.35302495589238,-0.47140860815667973,0
1.2078006497173583,0.45957728384508134,0
-0.13481489600145768,-0.3931862674044433,0
-1.5922485844523608,-0.13432975948694237,0
3.9089294318824184,0.850951686938471,0
4.775643618422825,-0.26626404705245177,0
-1.8341217107214385,6.967654246264251,0
3.12093058299281,-1.197662543383578,0
0.26495775197937954,3.2451138957025467,0
4.451727904094499,2.1039682698966153,1
-0.2563357099500856,7.823786169086064,1
4.90937738102466,-0.8796109783194765,0
1.867353463005374,1.9785559904574164,0
7.367299887367345,7.694704332753688,1
-0.6247905585400675,6.6550712589398024,1
1.410663510502585,6.170720709492799,1
-0.8652647875941093,0.5790282704493983,0
7.246936182785628,-0.2911241260993418,1
6.77339353380981,4.68643219924431,1
0.5794162771515561,7.293759891275858,1
4.59984046034179,3.567628930139298,1
6.172222002012158,3.7161268946989985,1
3.5520081159946235,0.7997909366028417,0
3.2965057835600646,5.694929331919369,1
0.41852290900451683,-0.1295625144247663,0
-1.0689723219410079,1.2367923640424368,0
6.972157579533268,2.254364386164168,1
7.004180571633304,3.07610378684455,1
4.33101457273268,0.42409732415080237,0
1.3902979104870068,-0.8516317526079646,0
1.492095746126609,4.1062004244163255,0
5.259556788702394,0.8863055324025577,1
6.971102599525771,3.8123822142261226,1
6.870864242651173,-0.4563728472579769,1
5.798755458576238,2.8114010185481746,1
4.420316461542877,3.3258943255158586,1
-1.1586003500495117,-1.481764631775731,0
-0.3837128590538623,1.3660427819392058,0
6.985541885270792,-0.6558532306102576,1
4.0642905965958995,-1.3662502952723226,0
-1.9080294838337035,7.899602323899453,0
-0.985284571339679,1.2235384497472297,0
4.635017691080558,6.098744458546348,1
-1.9493841615378131,0.5464065476376385,0
-0.39191948582501346,4.8150272222392925,0
3.4873378936658614,5.6022785988968655,1
4.918951976926932,3.9563874060784427,1
4.519612595026006,2.7157618855015837,1
0.24269309460559785,2.1184091414726853,0
5.121792213475358,1.488682665429953,1
0.3724908749680007,7.295291442478258,1
1.2539969815926773,6.306194077877292,1
5.464914051180242,7.650269106665126,1
4.496328990472147,-0.7570277651445527,0
6.4922341049417795,5.308674752036443,1
4.576128923003433,7.383404568210379,1
3.683086033354716,-0.1876693383433985,0
-1.0632523217190752,-1.335037326332225,0
1.6771580305943352,5.4112064929005905,1
0.6520236768172545,3.744731131799119,0
0.43989643379083576,6.41828776758272,1
7.730105547524456,-0.602276233737105,1
1.930977246667604,5.952673118598902,1
6.920465551771133,0.016273200477445293,1
4.311386259972629,-0.36344057134295493,0
5.948113035416484,-0.3573420206900706,0
3.026370931051921,6.145747202313821,1
3.769038846263591,4.651972206962001,1
2.925176938188639,3.2306542476911932,1
-0.04757012201955502,1.588304841235025,0
5.224521152615053,6.772005408131083,1
0.8077236244085579,1.9244510742263539,0
-1.7568403356854616,6.165994394715771,0
4.454722959071678,2.391349085702184,1
-0.22889320592951057,1.7694442942490758,0
7.4045858435291425,2.626797856696064,1
7.539285770025874,1.0137787416414208,1
7.148643902204485,5.476093801762511,1
1.701587002554444,3.0272039009247917,0
-1.8454338347113257,0.32212695146817305,0
7.283185625877254,6.995745732745685,1
2.2818414831731433,1.838912213732114,0
7.666548190436695,3.435528611139886,1
7.636199770892528,7.064721109645469,1
6.5300945546736004,4.242379959139921,1
0.9444889206958569,-0.8310195929163593,0
1.8509772860192526,7.398321236134751,1
6.511366715168569,4.277080530714178,1
1.1692200515627766,1.3490561465708613,0
-0.3050725331390751,-0.6072792733661274,0
3.5680126245835018,5.9402518927029595,1
7.36154774160781,4.200727559285135,1
4.96029796674973,3.3346109197632154,1
3.7006117008936497,6.938925830509577,1
-1.0282350622923146,5.885972112245307,0
4.150072266991698,-0.4832512026724882,0
7.900538501042632,1.1172206779554823,1
-0.5991598476347597,0.4848913981446574,0
3.1832965236373676,5.43946292572677,1
6.773730719279555,-1.6646756526422062,0
5.407686177542044,3.698896848713165,1
4.97015740995268,5.624586857406905,1
5.024840839871093,6.767656367617494,1
1.5949115121975517,1.4208174871590746,0
0.9359184426449336,6.212573046720129,1
6.093611554785136,-0.8936826304479277,0
6.1011339467918075,6.464522917345182,1
6.670723185801037,-0.7251133766801758,0
7.132405525564713,1.9728729056036727,1
3.113423988609378,5.972953657795536,1
3.015162946871996,-0.5008257265122622,0
5.9829517896677515,0.29251395232641486,1
4.4996393077776515,5.222525683930662,1
5.019668772577034,5.200365365460744,1
5.95792669436101,4.411476328852973,1
6.900053418175663,4.939484444671001,1
1.379951568515358,3.4272444334759617,0
1.7558295263994401,0.5179905890695276,0
-1.06018060159131,1.4569599350391944,0
3.7828014099617397,-0.18402283198574332,0
-1.6405772620325791,7.084505613336283,0
2.6559801813246016,3.8339179476612046,1
3.4264463470757662,2.008514167636399,0
0.8654125212828441,2.6200580364413266,0
3.9083326056901075,7.472833396118153,1
-1.6949975006095057,-0.466485968839198,0
-1.6265181125078558,3.862298320167972,0
6.2260056065965825,3.05888678884466,1
1.601906414112629,4.1145423543464785,0
-0.7293948734811522,-1.818898161791595,0
3.2224326005480437,6.721239089441514,1
5.699935530986108,7.321182824836124,1
0.15821027496843176,3.6513318358920897,0
4.228904758190002,4.966508238768922,1
-1.14652535006232,7.224993811772957,1
-1.483182788313923,5.072386343133986,0
3.3135463156814797,-0.47460957085738653,0
3.406351216101065,3.7628836016681317,1
4.374299014982066,4.067150463828559,1
5.260913337226615,2.24130671302386,1
7.758520794625346,5.3644423562472285,1
3.163003483011953,7.3436701476901485,1
1.2295647294124596,7.255685129067763,1
5.9518619476870365,2.508393714041321,1
0.7083225126207422,-0.8676195415924475,0
2.389714207056361,7.8484119896233455,1
-1.2154361865773404,6.3889808644593415,0
-1.746492565845425,-0.7533731879673315,0
7.626484146779251,7.208418826173723,1
6.359801205122058,6.698963620621283,1
4.95974206093698,3.188380571260721,1
2.089529444142699,3.9127543574492925,1
-0.26705679929154225,1.9900270387013026,0
-0.43562957328913954,-1.4523836117796867,0
0.5024289816459533,1.3519724164590092,0
3.4922666470612045,6.028534485980114,1
5.145959227000623,-1.9536797699539714,0
4.601973767177313,1.3349917169114418,0
0.7993389694594284,1.9816869359094331,0
7.5486528066319405,3.3739560293792286,1
5.378969166957685,7.198556164127605,1
3.5435405251140066,1.4634599436596125,0
4.117207462343522,1.469532018962277,0
2.1960006242778993,5.3750124810974835,1
0.4773098950115746,2.5221794088980714,0
1.5597267865126159,0.24604822939981963,0
5.578461104643691,2.524395161326934,1
-1.8560651137024413,-0.5914297962020014,0
-0.8392735949308376,-0.2361301349377669,0
-1.5399735797824725,2.9836777273947974,0
-1.5927119768102986,2.1892544950454793,0
6.554605840110073,7.148459010681,1
5.036578593800237,1.6239389911663311,1
2.741738290873252,3.8058835027804347,1
-1.0216583934899852,4.322642879195303,0
2.9161587511683233,-1.8690554341166636,0
2.7347177078056566,4.635373720167106,1
-0.2679813008998482,-0.21964033130248573,0
2.33851649237973,7.610703174694551,1
1.9850473439737344,-0.5133727224688704,0
4.158500980522165,2.146241237270237,1
4.350936508676438,-1.1465033192135614,0
-1.5469599022795548,7.968742518459473,1
1.7461261462647122,3.0219501033124256,0
4.258599157142363,3.953850173200438,1
3.031362585800877,-1.3292352261157252,0
6.564898411883223,5.499604703991778,1
4.58693631618945,0.09905593095585763,0
-0.3706557291857031,6.9805428944071375,1
-1.2943125259957016,0.051396404820071684,0
4.424192782063156,-0.09312279336333429,0
-1.7348868945837819,-1.6345033215190512,0
3.857755812734633,2.7206694510999925,1
7.402302414249576,3.6484113326261642,1
3.7547417787587896,-1.3429136057164763,0
1.881699262065219,5.755276166950106,1
4.432882184423532,2.5328883474802764,1
2.5825289049151663,3.2439026932758006,0
3.4561678931593494,2.4076274693822812,0
7.414648087765252,2.00763060875326,1
1.8610263780077425,3.596403313082179,0
7.611905638239142,-0.44759754069287494,1
7.053506419560637,-0.18071869504728877,1
-0.04208865210703561,6.617856210135173,1
-1.3063869912483455,7.461154621336327,1
-0.9922199862257335,1.7330931627975295,0
-1.8177817434845027,0.7074467314355377,0
-1.055570392440716,4.439995432390157,0
4.830067734163569,2.087341710980964,1
-1.2881135153977101,-1.7461364433965514,0
1.189756302937613,-0.4384740263380964,0
6.448753109694546,5.159722288473976,1
-1.7672806426417413,4.589239419101514,0
6.144684825889358,-1.729040074965165,0
0.8185477477339993,0.2197216193294944,0
-0.8183517237834375,0.31074796588071396,0
4.967371653641506,4.718927435987284,1
4.28942846779884,-1.8028946224563585,0
6.774720135270529,-0.9589141801542616,0
5.350710438038858,5.999160853731894,1
6.034809303848486,-0.21455337945666386,0
0.8203457257130649,4.527461078518747,0
-0.2256045622027718,0.3818278104672652,0
5.506147516408584,-1.0055860724065484,0
6.06834739267264,0.43172190999454085,1
7.905051420006733,5.2226693185565916,1
2.126176769114265,6.5569646810628575,1
1.7201808579278317,6.302198645669916,1
5.764129607419968,1.9718352961845482,1
1.4080354025301784,4.680851365706461,1
7.3075732560356474,0.04984295415820972,1
6.584127518430118,0.9314773026101326,1
2.2899402737501835,6.963358185211198,1
5.508710677914974,-1.8699807648926396,0
5.545428740846823,-1.1449146914553192,0
-0.9687613116406739,0.07886255146027321,0
7.0255290667956665,-1.7346779612618028,0
3.0525237244785712,-0.18564564910202686,0
6.2645746610774165,3.8304156096969217,1
1.2004960103061175,2.2142455059249793,0
6.955232284962005,6.926717110769749,1
1.8920167873416311,6.174435617384409,1
-1.8916234851970164,1.4181735169787597,0
7.053819764192637,0.5942343343129248,1
-1.0871332321386644,1.796924081672669,0
1.1931363759041487,3.902949425148077,0
7.5006196705080495,0.6806364082287626,1
7.506071469375561,4.24148907849134,1
3.7343788812328613,2.0941165219124045,0
4.318372121697992,3.5204718085198023,1
2.4844552197831975,2.361265291353167,0
0.9321077169806453,0.9446575954191767,0
1.2866454536991596,7.484533069621567,1
4.725184560770384,5.636057941597608,1
5.5237452943768,-0.5988682423354745,0
5.915790437258485,6.684679758979128,1
5.896181427945539,2.8743119824951364,1
-1.0879389695130963,6.945522268940914,0
2.9442030470258147,5.998552559473152,1
-1.4244123998335572,2.2521350446923343,0
3.495288823237355,-1.775306916798826,0
2.41530501373377,0.6867735938494608,0
6.877041827582998,3.4163421466086694,1
1.5091501255207869,4.334782198261473,0
-0.8293298357239414,0.5788768543320228,0
-0.5700831794716414,-0.6064392592717587,0
5.615106317174723,6.349302367992991,1
4.182180633162611,7.844021807035521,1
-0.9887732387720976,3.2569018230268583,0
-1.1589319388500257,-0.283207141516965,0
5.009691314591199,0.7230732651936895,0
-1.2723699363580647,-1.8160932345253327,0
6.218600592903562,7.14298806560499,1
5.062422271564962,-0.8224891710985887,0
-1.1865121935810024,3.7651647551425356,0
-1.1516228591480808,0.74055220687206,0
7.866395785011754,3.541780025157934,1
1.7427079575612032,4.514203883518642,1
1.7064214706689091,6.297418037072016,1
6.127995672575025,0.06421271760603209,1
7.472485773838587,-1.8900417134151952,0
7.860010638228709,-0.6311436993119273,1
5.533781852589416,7.000186418481051,1
1.7625958553091576,6.738900775625153,1
-1.1649928330133124,3.9741310217030827,0
5.771469159274368,4.005168604336534,1
3.5840424973580505,4.650366745462555,1
2.242220092469763,-0.2462872137655041,0
7.06354385094736,7.144119459249598,1
-0.8880251769384866,2.1877052489207314,0
2.9262510429085915,1.8313852824949746,0
-1.8864635523258093,3.1891770528283754,0
2.6866064199412625,-1.5303403322494495,0
-1.4369672431816265,-0.3371663124392059,0
-0.8118208373192808,5.380336164263705,0
-0.8247375322289512,-1.1720133207487353,0
4.492103021160636,4.031521094663882,1
5.460448792654233,0.45349109681320954,0
3.833687650971596,1.8929561404197655,0
7.621725484745419,0.8869373677069987,1
1.7487057952370406,1.5567271646494913,0
0.8571208628186073,5.1904590518424545,1
6.685991281894603,0.9712171562317502,1
0.2359583851945264,3.664046402968972,0
7.632225394406113,2.7605040219909966,1
-1.8784552531018366,4.636711653626481,0
7.69878826707639,7.36829739324758,1
-1.5684008804942389,5.325720972102503,0
6.911431136980711,0.14940378590756764,1
3.277011090862999,-1.6881686493871533,0
7.9296479611930035,0.6226404429982508,1
-1.2620343526460114,3.9507793070025485,0
3.538542844013208,-1.4857418651574965,0
7.69302535619099,2.9636624720123637,1
3.230978441701488,3.9684284891688923,1
4.293986381352625,1.3424389081696082,0
4.957486889846171,5.7091220374582194,1
2.5454106476777323,-0.934017468662282,0
4.275580800840634,-1.2486221826419124,0
3.8431431192310024,5.281887562036033,1
7.01158010490989,2.9549131620619846,1
-1.5455361965854213,4.88402396427736,0
0.8096318959223032,2.3482733860374623,0
7.504114840765587,0.4640203323910681,1
6.902637838909163,6.191023176741997,1
2.5565675278571294,5.994158789689792,1
4.201325978015367,4.946964708544268,1
0.7738118298113268,0.721451372299627,0
-0.11878840276238689,3.902306668690871,0
2.6369840493998216,1.609738969400268,0
1.5335222802605282,-1.0841792667336585,0
3.8365611185087207,7.173135754622428,1
-1.2226536303501516,-0.631813690810386,0
7.743948076661665,7.502373538208024,1
7.862107444796029,2.4600577295795576,1
